,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
0,CONT_AWD_V512C90845_3600_-NONE-_-NONE-,70000.0,2009,2009-04-04,2009-09-30,D313,COMPUTER AIDED DESGN/MFG SVCS,797407517,"NUANCE COMMUNICATIONS, INC.",FOLLOW ON TO COMPETED ACTION,2009-09-30,SIMPLIFIED ACQUISITION,541513,COMPUTER FACILITIES MANAGEMENT SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_V512C90845_3600_-NONE-_-NONE-/,1.0,0
1,CONT_AWD_VA687C05107_3600_-NONE-_-NONE-,14928.95,2010,2010-04-01,2011-03-31,J065,MAINT-REP OF MEDICAL-DENTAL-VET EQ,797407517,"NUANCE COMMUNICATIONS, INC.",NOT COMPETED UNDER SAP,2013-03-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA687C05107_3600_-NONE-_-NONE-/,1.0,0
2,CONT_AWD_VA528C14131_3600_-NONE-_-NONE-,135388.36,2011,2010-10-01,2011-09-30,D313,COMPUTER AIDED DESGN/MFG SVCS,797407517,"NUANCE COMMUNICATIONS, INC.",NOT COMPETED,2011-09-30,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA528C14131_3600_-NONE-_-NONE-/,1.0,0
3,CONT_AWD_VA241P2047_3600_-NONE-_-NONE-,46567.15,2010,2010-09-22,2010-09-30,D399,OTHER ADP & TELECOMMUNICATIONS SVCS,797407517,"NUANCE COMMUNICATIONS, INC.",NOT COMPETED,2012-09-30,ONLY ONE SOURCE,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA241P2047_3600_-NONE-_-NONE-/,1.0,0
4,CONT_AWD_VA255P1859_3600_-NONE-_-NONE-,131551.35,2011,2011-04-01,2012-03-31,J070,MAINT-REP OF ADP EQ & SUPPLIES,797407517,"NUANCE COMMUNICATIONS, INC.",NOT COMPETED,2014-03-31,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA255P1859_3600_-NONE-_-NONE-/,1.0,0
5,CONT_AWD_VA263P1177_3600_-NONE-_-NONE-,460203.87,2011,2010-10-01,2013-09-30,D306,ADP SYSTEMS ANALYSIS SERVICES,797407517,"NUANCE COMMUNICATIONS, INC.",NOT COMPETED UNDER SAP,2014-03-31,SIMPLIFIED ACQUISITION,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA263P1177_3600_-NONE-_-NONE-/,1.0,0
6,CONT_AWD_VA255P2252_3600_-NONE-_-NONE-,22779.0,2012,2011-10-01,2012-09-30,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,797407517,"NUANCE COMMUNICATIONS, INC.",NOT COMPETED,2014-09-30,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA255P2252_3600_-NONE-_-NONE-/,1.0,0
7,CONT_AWD_VA25613C0371_3600_-NONE-_-NONE-,31770.86,2013,2012-10-01,2013-09-30,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,797407517,"NUANCE COMMUNICATIONS, INC.",COMPETED UNDER SAP,2013-09-30,SIMPLIFIED ACQUISITION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA25613C0371_3600_-NONE-_-NONE-/,1.0,0
8,CONT_AWD_VA25612C0371_3600_-NONE-_-NONE-,31770.86,2013,2012-10-01,2013-09-30,J070,MAINT/REPAIR/REBUILD OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,797407517,"NUANCE COMMUNICATIONS, INC.",COMPETED UNDER SAP,2013-09-30,SIMPLIFIED ACQUISITION,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA25612C0371_3600_-NONE-_-NONE-/,1.0,0
9,CONT_AWD_VA24413P2913_3600_-NONE-_-NONE-,37859.39,2013,2013-06-17,2013-12-16,D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,797407517,"NUANCE COMMUNICATIONS, INC.",NOT COMPETED,2014-06-16,ONLY ONE SOURCE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_VA24413P2913_3600_-NONE-_-NONE-/,1.0,0
