,contract_award_unique_key,base_and_exercised_options_value,action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,product_or_service_code,product_or_service_code_description,recipient_duns,recipient_name,extent_competed,period_of_performance_potential_end_date,solicitation_procedures,naics_code,naics_description,usaspending_permalink,number_of_offers_received,rank
0,CONT_AWD_DOCDG133E09CN0094_1330_-NONE-_-NONE-,684904538.0,2009,2009-05-27,2019-05-31,D302,ADP SYSTEMS DEVELOPMENT SERVICES,021715206,HARRIS CORPORATION,FULL AND OPEN COMPETITION,2019-05-31,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCDG133E09CN0094_1330_-NONE-_-NONE-/,2,0
0,CONT_AWD_DOCHA133F10NC2013_1330_-NONE-_-NONE-,53939.06,2010,2010-08-11,2010-09-13,7030,ADP SOFTWARE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2010-09-13,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCHA133F10NC2013_1330_-NONE-_-NONE-/,1.0,1
1,CONT_AWD_DOCYA132310SE0499_1323_-NONE-_-NONE-,94465.6,2010,2010-06-28,2011-04-30,J070,MAINT-REP OF ADP EQ & SUPPLIES,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2011-04-30,NEGOTIATED PROPOSAL/QUOTE,541519,OTHER COMPUTER RELATED SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132310SE0499_1323_-NONE-_-NONE-/,2.0,1
2,CONT_AWD_DOCYA132311SE0230_1323_-NONE-_-NONE-,6400.0,2011,2011-05-23,2012-06-30,J070,MAINT-REP OF ADP EQ & SUPPLIES,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2012-06-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCYA132311SE0230_1323_-NONE-_-NONE-/,1.0,1
3,CONT_AWD_DOCDG133012CQ00040001_1330_DOCDG133012CQ0004_1330,149383.32,2012,2011-11-23,2013-09-30,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2013-09-30,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCDG133012CQ00040001_1330_DOCDG133012CQ0004_1330/,1.0,1
4,CONT_AWD_DOCT0003_1330_DOCDG133012CQ0004_1330,10000000.0,2012,2012-05-30,2017-02-14,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2017-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCT0003_1330_DOCDG133012CQ0004_1330/,1.0,1
5,CONT_AWD_0002_1330_DOCDG133012CQ0004_1330,7997097.1,2012,2012-02-15,2017-02-14,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2017-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_0002_1330_DOCDG133012CQ0004_1330/,1.0,1
6,CONT_AWD_DOCD0004_1330_DOCDG133012CQ0004_1330,33355557.11,2015,2014-12-30,2017-02-14,D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2017-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCD0004_1330_DOCDG133012CQ0004_1330/,1.0,1
7,CONT_AWD_DOCT0005_1330_DOCDG133012CQ0004_1330,1989917.16,2015,2015-03-23,2016-02-14,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2018-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCT0005_1330_DOCDG133012CQ0004_1330/,1.0,1
8,CONT_AWD_DOCT0006_1330_DOCDG133012CQ0004_1330,57000000.0,2017,2017-02-14,2020-02-14,D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION,FULL AND OPEN COMPETITION,2020-02-14,NEGOTIATED PROPOSAL/QUOTE,541512,COMPUTER SYSTEMS DESIGN SERVICES,https://www.usaspending.gov/#/award/CONT_AWD_DOCT0006_1330_DOCDG133012CQ0004_1330/,,1
