,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date,recipient_duns,recipient_name
0,2009,17034.64,17034.64,17034.64,2009-09-30,009039939,COMMUNICATIONS RESOURCE INC
1,2009,74900.0,74900.0,74900.0,2009-04-24,173364451,PRIVASOFT INC.
2,2009,3220372.0,3220372.0,16279920.0,2009-09-15,160886888,FEICOM INCORPORATED
3,2009,2643.12,2643.12,2643.12,2009-06-12,152787461,"CONSTELLA GROUP, LLC"
4,2009,105992.88,105992.88,105992.88,2009-09-25,802975651,SOLE SOLUTIONS INC.
5,2009,24390466.0,7820791.0,60841869.0,2009-01-30,606270015,"CAPITAL TECHNOLOGY INFORMATION SERVICES, INC."
6,2009,12168.0,12168.0,12168.0,2009-04-10,883894040,VERISIGN INCORPORATED
7,2009,2197955.0,2197955.0,8022160.0,2009-06-12,961273620,MARICOM SYSTEMS INCORPORATED
8,2009,7867.85,7867.85,7867.85,2009-06-12,152787461,"CONSTELLA GROUP, LLC"
9,2009,209809.0,209809.0,1555233.0,2009-07-14,101471936,DATA COMPUTER CORPORATION OF AMERICA
10,2009,0.0,0.0,0.0,2009-01-14,858485758,ACCENTURE LLP
11,2009,4500000.0,4500000.0,100500000.0,2009-08-11,125364740,BUCCANEER COMPUTER SYSTEMS AND SERVICE INCORPORATED
12,2009,4392427.0,4392427.0,5501516.0,2009-09-28,835130485,INTERNATIONAL BUSINESS MACHINES CORPORATION
13,2009,2449599.3,2449599.3,2449599.3,2009-09-30,614948396,WORLD WIDE TECHNOLOGY INCORPORATED
14,2009,12199.2,12199.2,12199.2,2008-11-17,803691369,"COMPUBAHN, INC"
15,2009,74980.0,74980.0,74980.0,2009-09-19,621075605,CLINICAL TRIALS & SURVEYS CORP.
16,2009,17817433.0,15000000.0,17817433.0,2008-11-07,053634593,NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.
17,2009,41800.0,41800.0,0.0,2009-07-08,107934945,FMAS CORPORATION
18,2009,3258699.0,3258699.0,3258699.0,2009-03-23,006928857,BOOZ ALLEN HAMILTON INC
19,2009,2819562.0,2819562.0,45190524.0,2009-09-30,081707700,"EDAPTIVE SYSTEMS, LLC"
20,2009,619824.0,619824.0,3314528.0,2009-07-28,177159456,CDM GROUP INCORPORATED THE
21,2009,411359.0,411359.0,411359.0,2009-09-18,877199513,AC TECHNOLOGIES INC
22,2009,1028829.0,1028829.0,1947089.0,2009-09-15,169810657,"2020 COMPANY, LLC"
23,2009,490515.28,490515.28,490515.28,2009-09-28,169802456,"THE ESP GROUP, LLC"
24,2009,303606.0,303606.0,303606.0,2009-04-30,037814956,"MANILA CONSULTING GROUP, INC."
