,action_date_fiscal_year,base_and_exercised_options_value,federal_action_obligation,base_and_all_options_value,action_date,recipient_duns,recipient_name
0,2009,290468.3,290468.3,290468.3,2009-09-24,143604002,HIPAA READY LIMITED LIABILITY COMPANY
1,2009,3088.0,3088.0,3088.0,2008-12-11,155143050,"FOX RIVER GRAPHICS, INC"
2,2009,120000.0,120000.0,120000.0,2008-10-17,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
3,2009,3641.41,3641.41,3641.41,2008-10-21,144293636,"COUNTERTRADE PRODUCTS, INC."
4,2009,8824.5,8824.5,8824.5,2008-12-21,878303205,"DATA INNOVATIONS, INC."
5,2009,9828.76,9828.76,9828.76,2008-12-02,160759135,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY
6,2009,28060.23,28060.23,28060.23,2008-10-03,792975781,"DOCUMENT STORAGE SYSTEMS, INC"
7,2009,5202.0,5202.0,5202.0,2008-11-26,785805011,MASLOW MEDIA GROUP THE INCORPORATED
8,2009,39817.0,39817.0,39817.0,2008-11-28,095471327,STENTOR INCORPORATED
9,2009,17465.95,17465.95,17465.95,2008-10-30,051237027,FEDSTORE CORPORATION
10,2009,4000.0,4000.0,4000.0,2008-10-01,003548489,AT&T MOBILITY LLC
11,2009,4730.89,4730.89,4730.89,2008-10-01,929022028,SOFTCHOICE CORPORATION
12,2009,306000.0,306000.0,306000.0,2008-10-01,049007359,CAVALIER TELEPHONE LIMITED LIABILITY COMPANY
13,2009,9490.0,9490.0,9490.0,2008-10-23,963177209,MUMPS AUDIOFAX INC
14,2009,41769.17,41769.17,41769.17,2008-10-10,145454182,MICROTECHNOLOGIES LLC
15,2009,486602.17,486602.17,486602.17,2008-10-11,141089040,TKC INTEGRATION SERVICES LIMITED LIABILITY COMPANY
16,2009,624492.0,624492.0,3454405.04,2008-10-01,107939357,GTSI CORPORATION
17,2009,45016.46,45016.46,45016.46,2008-11-06,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
18,2009,15894.09,15894.09,15894.09,2008-12-03,960900850,NATIVE TELE DATA SOLUTIONS INCORPORATED
19,2009,27793.28,27793.28,27793.28,2008-11-25,051237027,FEDSTORE CORPORATION
20,2009,328944.24,328944.24,328944.24,2008-10-01,792975781,"DOCUMENT STORAGE SYSTEMS, INC"
21,2009,4412.8,4412.8,4412.8,2008-11-24,618563720,INTELLIGENT DECISIONS INCORPORATED
22,2009,18661.5,18661.5,18661.5,2008-10-01,786468199,"DLT SOLUTIONS, INC."
23,2009,5439.73,5439.73,5439.73,2008-12-16,026157235,CDW GOVERNMENT INCORPORATED
24,2009,4465.4,4465.4,4465.4,2008-11-12,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
25,2009,3480.0,3480.0,3480.0,2008-10-08,103572913,GREAT LAKES COMPUTER CORPORATION
26,2009,6263.2,6263.2,6263.2,2008-11-28,134623631,TOULSON ENTERPRISES LIMITED LIABILITY COMPANY
27,2009,13500.0,13500.0,13500.0,2008-11-25,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
28,2009,71104.08,71104.08,71104.08,2008-11-05,121701957,BLUE TECH INCORPORATED
29,2009,9536.56,9536.56,9536.56,2008-12-31,809678782,GOVCONNECTION INCORPORATED
30,2009,15894.09,15894.09,15894.09,2008-12-04,960900850,NATIVE TELE DATA SOLUTIONS INCORPORATED
31,2009,7599.99,7599.99,7599.99,2008-10-01,003548489,AT&T MOBILITY LLC
32,2009,13686.0,13686.0,13686.0,2008-11-20,071044556,"NETSMART NEW YORK, INC."
33,2009,17337.6,17337.6,17337.6,2008-10-01,963177209,MUMPS AUDIOFAX INC
34,2009,65000.04,65000.04,0.0,2008-10-01,105162098,"SIEMENS GOVERNMENT TECHNOLOGIES, INC."
35,2009,5900.0,5900.0,5900.0,2008-12-01,785805011,MASLOW MEDIA GROUP THE INCORPORATED
36,2009,126715.12,126715.12,126715.12,2008-12-19,144293636,"COUNTERTRADE PRODUCTS, INC."
37,2009,1432.0,1432.0,1432.0,2008-10-04,127407406,COMPETITIVE INNOVATIONS LIMITED LIABILITY COMPANY
38,2009,4473.0,4473.0,4473.0,2008-10-01,187061957,QUADRAMED CORPORATION
39,2009,4954.46,4954.46,4954.46,2008-12-17,786468199,"DLT SOLUTIONS, INC."
40,2009,16997.38,16997.38,16997.38,2008-11-18,098692374,IMMIXTECHNOLOGY INCORPORATED
41,2009,32173.72,32173.72,32173.72,2008-11-19,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
42,2009,28517.08,28517.08,28517.08,2008-11-21,116207978,APPTIS INC
43,2009,26497.13,26497.13,26497.13,2008-10-28,938318995,CROSS MATCH TECHNOLOGIES INCORPORATED
44,2009,87899.85,87899.85,87899.85,2008-10-01,098692374,IMMIXTECHNOLOGY INCORPORATED
45,2009,27076.63,27076.63,27076.63,2008-12-19,116207978,APPTIS INC
46,2009,80938.35,80938.35,80938.35,2008-10-01,963177209,MUMPS AUDIOFAX INC
47,2009,8289.44,8289.44,8289.44,2008-11-06,144293636,"COUNTERTRADE PRODUCTS, INC."
48,2009,175450.0,175450.0,175450.0,2008-12-12,007102168,ALLEN CORPORATION OF AMERICA INCORPORATED
49,2009,3407.0,3407.0,3407.0,2008-11-05,785805011,MASLOW MEDIA GROUP THE INCORPORATED
50,2009,11592.92,11592.92,11592.92,2008-10-01,073521101,MERLIN INTERNATIONAL INCORPORATED
51,2009,5364.63,5364.63,5364.63,2008-12-29,614948396,WORLD WIDE TECHNOLOGY INCORPORATED
52,2009,54109.12,54109.12,54109.12,2008-11-07,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
53,2009,41988.0,41988.0,41988.0,2008-11-12,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
54,2009,78500.0,78500.0,78500.0,2008-10-01,868163775,"FAIRPOINT COMMUNICATIONS, INC."
55,2009,437554.85,437554.85,437554.85,2008-11-24,160759135,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY
56,2009,20400.0,20400.0,20400.0,2008-10-01,003548489,AT&T MOBILITY LLC
57,2009,6441.0,6441.0,6441.0,2008-12-22,002606994,AUDIO-VIDEO CORPORATION
58,2009,19340.26,19340.26,19340.26,2008-10-01,618563720,INTELLIGENT DECISIONS INCORPORATED
59,2009,3431.1,3431.1,3431.1,2008-10-27,618563720,INTELLIGENT DECISIONS INCORPORATED
60,2009,28285.44,28285.44,28285.44,2008-10-01,607086030,INTRATEK COMPUTER INC
61,2009,110000.0,110000.0,110000.0,2008-11-03,883894040,VERISIGN INCORPORATED
62,2009,12000.0,12000.0,12000.0,2008-10-01,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
63,2009,2000.0,2000.0,2000.0,2008-10-01,968904698,CELLCO PARTNERSHIP DBA VERIZON WIRELESS
64,2009,994825.2,994825.2,994825.2,2008-11-17,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
65,2009,66684.3,66684.3,66684.3,2008-11-20,160759135,ALVAREZ AND ASSOCIATES LIMITED LIABILITY COMPANY
66,2009,48258.2,48258.2,48258.2,2008-12-22,966833766,"SWORD & SHIELD ENTERPRISE SECURITY, INC."
67,2009,11718.0,11718.0,11718.0,2008-10-01,877953737,INDUS SYSTEMS INC
68,2009,99066.13,99066.13,99066.13,2008-12-31,837829084,TECHNICA CORPORATION
69,2009,61638.58,61638.58,61638.58,2008-11-05,051237027,FEDSTORE CORPORATION
70,2009,210408.0,210408.0,210408.0,2008-10-01,037753399,ADVANCED TECHNOLOGY SYSTEMS IN
71,2009,5700.0,5700.0,5700.0,2008-10-15,019820930,"PST CHARLESTON, INC"
